Column #,Column ID,gene_assignment,Gene Symbol,RefSeq,Ratio(C42B vs. E06),"Fold-Change
(C42B vs. E06)","Fold-Change(C42B vs. E06)
 (Description)"
36628,16990201,NR_026704 // VTRNA1-2 // vault RNA 1-2 // 5q31.3 // 56663 /// ENST00000365241 // VTRNA1,VTRNA1-2,NR_026704,0.00799026,-125.152,C42B down vs E06
50317,17119950,XR_424066 // LOC101059949 // ankyrin repeat domain-containing protein 20A2-like // --- ,LOC101059949,XR_424066,0.0100411,-99.5906,C42B down vs E06
41304,17036856,"NM_001178045 // SLC44A4 // solute carrier family 44, member 4 // 6p21.3 // 80736 /// NM",SLC44A4,NM_001178045,0.109213,-9.15641,C42B down vs E06
41680,17042117,"NM_001178045 // SLC44A4 // solute carrier family 44, member 4 // 6p21.3 // 80736 /// NM",SLC44A4,NM_001178045,0.109213,-9.15641,C42B down vs E06
7987,16702790,NR_034129 // ST8SIA6-AS1 // ST8SIA6 antisense RNA 1 // 10p12.33 // 100128098 /// ENST00,ST8SIA6-AS1,NR_034129,0.109468,-9.13513,C42B down vs E06
6920,16692557,"NR_104076 // RNVU1-15 // RNA, variant U1 small nuclear 15 // 1q21.2 // 101954267 /// EN",RNVU1-15,NR_104076,0.109566,-9.12693,C42B down vs E06
53423,17126276,ENST00000387405 // MT-TC // mitochondrially encoded tRNA cysteine // --- // ---,MT-TC,ENST00000387405,0.111263,-8.98773,C42B down vs E06
10325,16725908,"NR_004390 // SNORA57 // small nucleolar RNA, H/ACA box 57 // 11q12.2 // 692158 /// ENST",SNORA57,NR_004390,0.112381,-8.89833,C42B down vs E06
38477,17006743,"NR_002971 // SNORA38 // small nucleolar RNA, H/ACA box 38 // 6p21.33 // 677820 /// ENST",SNORA38,NR_002971,0.112398,-8.89697,C42B down vs E06
45339,17078914,"ENST00000384629 // RNU6-925P // RNA, U6 small nuclear 925, pseudogene // --- // ---",RNU6-925P,ENST00000384629,0.112646,-8.87735,C42B down vs E06
7950,16702455,"ENST00000516148 // RNU6-1095P // RNA, U6 small nuclear 1095, pseudogene // --- // ---",RNU6-1095P,ENST00000516148,0.112698,-8.87327,C42B down vs E06
25285,16874672,NM_004917 // KLK4 // kallikrein-related peptidase 4 // 19q13.41 // 9622 /// ENST0000032,KLK4,NM_004917,0.113531,-8.80817,C42B down vs E06
46990,17095056,NM_015225 // PRUNE2 // prune homolog 2 (Drosophila) // 9q21.2 // 158471 /// ENST0000037,PRUNE2,NM_015225,0.113938,-8.77667,C42B down vs E06
30443,16926048,"ENST00000516810 // RNU6-1149P // RNA, U6 small nuclear 1149, pseudogene // --- // ---",RNU6-1149P,ENST00000516810,0.115346,-8.66957,C42B down vs E06
39147,17013195,"ENST00000411271 // RNA5SP221 // RNA, 5S ribosomal pseudogene 221 // --- // ---",RNA5SP221,ENST00000411271,0.115874,-8.63009,C42B down vs E06
50169,17119472,"ENST00000411271 // RNA5SP221 // RNA, 5S ribosomal pseudogene 221 // --- // ---",RNA5SP221,ENST00000411271,0.115874,-8.63009,C42B down vs E06
17361,16795943,"NM_001128595 // TC2N // tandem C2 domains, nuclear // 14q32.12 // 123036 /// NM_0011285",TC2N,NM_001128595,0.116185,-8.60698,C42B down vs E06
24250,16864628,NM_001002231 // KLK2 // kallikrein-related peptidase 2 // 19q13.41 // 3817 /// NR_04576,KLK2,NM_001002231,0.116428,-8.58903,C42B down vs E06
19407,16816700,"ENST00000384519 // RNU6-1005P // RNA, U6 small nuclear 1005, pseudogene // --- // ---",RNU6-1005P,ENST00000384519,0.116618,-8.57502,C42B down vs E06
52949,17125226,OTTHUMT00000129789 // RP11-146D12.2 // novel protein // --- // --- /// XM_006716905 // ,RP11-146D12.2,OTTHUMT00000129789,0.116902,-8.55419,C42B down vs E06
17632,16798138,"NR_003317 // SNORD116-2 // small nucleolar RNA, C/D box 116-2 // 15q11.2 // 100033414 /",SNORD116-2,NR_003317,0.116995,-8.54736,C42B down vs E06
17637,16798148,"NR_003317 // SNORD116-2 // small nucleolar RNA, C/D box 116-2 // 15q11.2 // 100033414 /",SNORD116-2,NR_003317,0.116995,-8.54736,C42B down vs E06
47354,17098504,"NR_002449 // SNORA65 // small nucleolar RNA, H/ACA box 65 // 9q34 // 26783 /// ENST0000",SNORA65,NR_002449,0.117723,-8.49454,C42B down vs E06
10875,16732345,"ENST00000362347 // RNU6-1123P // RNA, U6 small nuclear 1123, pseudogene // --- // ---",RNU6-1123P,ENST00000362347,0.118364,-8.44854,C42B down vs E06
24908,16871094,"ENST00000516971 // RNA5SP471 // RNA, 5S ribosomal pseudogene 471 // --- // ---",RNA5SP471,ENST00000516971,0.118869,-8.41261,C42B down vs E06
37098,16994426,OTTHUMT00000366007 // RP11-308B16.2 // putative novel transcript // --- // ---,RP11-308B16.2,OTTHUMT00000366007,0.119153,-8.3926,C42B down vs E06
19025,16812851,"ENST00000384310 // RNU6-339P // RNA, U6 small nuclear 339, pseudogene // --- // ---",RNU6-339P,ENST00000384310,0.120079,-8.32784,C42B down vs E06
48104,17105179,NR_031710 // MIR1321 // microRNA 1321 // Xq21.2 // 100302171,MIR1321,NR_031710,0.120842,-8.27526,C42B down vs E06
30226,16924172,NR_036153 // MIR3156-2 // microRNA 3156-2 // --- // 100422907 /// NR_036164 // MIR3156-,MIR3156-2,NR_036153,0.120846,-8.275,C42B down vs E06
34111,16966304,NM_001112717 // LIMCH1 // LIM and calponin homology domains 1 // 4p13 // 22998 /// NM_0,LIMCH1,NM_001112717,0.121396,-8.23751,C42B down vs E06
16632,16788667,"NR_003209 // SNORD114-16 // small nucleolar RNA, C/D box 114-16 // 14q32 // 767594 /// ",SNORD114-16,NR_003209,0.121708,-8.21638,C42B down vs E06
53294,17125978,NR_039802 // MIR4658 // microRNA 4658 // --- // 100616439 /// ENST00000584344 // MIR465,MIR4658,NR_039802,0.122981,-8.13135,C42B down vs E06
39651,17017510,"NM_001178044 // SLC44A4 // solute carrier family 44, member 4 // 6p21.3 // 80736 /// NM",SLC44A4,NM_001178044,0.123616,-8.08958,C42B down vs E06
40726,17029363,"NM_001178044 // SLC44A4 // solute carrier family 44, member 4 // 6p21.3 // 80736 /// NM",SLC44A4,NM_001178044,0.123616,-8.08958,C42B down vs E06
40929,17032149,"NM_001178044 // SLC44A4 // solute carrier family 44, member 4 // 6p21.3 // 80736 /// NM",SLC44A4,NM_001178044,0.123616,-8.08958,C42B down vs E06
3680,16658523,"ENST00000384328 // RNU1-8P // RNA, U1 small nuclear 8, pseudogene // --- // ---",RNU1-8P,ENST00000384328,0.124497,-8.03232,C42B down vs E06
16144,16783537,ENST00000267368 // TTC6 // tetratricopeptide repeat domain 6 // 14q21.1 // 319089 /// E,TTC6,ENST00000267368,0.124544,-8.02928,C42B down vs E06
15830,16781266,"ENST00000365477 // RNU1-16P // RNA, U1 small nuclear 16, pseudogene // --- // ---",RNU1-16P,ENST00000365477,0.124607,-8.02523,C42B down vs E06
36540,16989408,NR_039666 // MIR4461 // microRNA 4461 // --- // 100616209 /// ENST00000580862 // MIR446,MIR4461,NR_039666,0.125929,-7.94098,C42B down vs E06
46245,17087682,"ENST00000459618 // RNU6-329P // RNA, U6 small nuclear 329, pseudogene // --- // ---",RNU6-329P,ENST00000459618,0.126112,-7.92946,C42B down vs E06
34863,16973265,"ENST00000362702 // RNA5SP174 // RNA, 5S ribosomal pseudogene 174 // --- // ---",RNA5SP174,ENST00000362702,0.126339,-7.91522,C42B down vs E06
16992,16792181,NM_004496 // FOXA1 // forkhead box A1 // 14q12-q13 // 3169 /// ENST00000250448 // FOXA1,FOXA1,NM_004496,0.126481,-7.90633,C42B down vs E06
50112,17119270,"NR_002972 // SNORA71E // small nucleolar RNA, H/ACA box 71E // 20q11.23 // 677821 /// E",SNORA71E,NR_002972,0.126543,-7.90248,C42B down vs E06
26263,16884301,OTTHUMT00000331942 // AC123886.2 // putative novel transcript // --- // ---,AC123886.2,OTTHUMT00000331942,0.126575,-7.90047,C42B down vs E06
16232,16784365,"ENST00000516210 // RNU6ATAC9P // RNA, U6atac small nuclear 9, pseudogene // --- // ---",RNU6ATAC9P,ENST00000516210,0.126695,-7.89294,C42B down vs E06
49924,17118654,"NR_001457 // SNORD38B // small nucleolar RNA, C/D box 38B // 1p34.1 // 94163 /// ENST00",SNORD38B,NR_001457,0.126985,-7.87497,C42B down vs E06
39088,17012711,"NR_002436 // SNORA33 // small nucleolar RNA, H/ACA box 33 // 6q23.2 // 594839 /// ENST0",SNORA33,NR_002436,0.127211,-7.86095,C42B down vs E06
47610,17100899,"ENST00000362702 // RNA5SP174 // RNA, 5S ribosomal pseudogene 174 // --- // ---",RNA5SP174,ENST00000362702,0.127279,-7.85677,C42B down vs E06
48935,17113523,"ENST00000384025 // RNU6-1323P // RNA, U6 small nuclear 1323, pseudogene // --- // ---",RNU6-1323P,ENST00000384025,0.127837,-7.82249,C42B down vs E06
42202,17047459,"NR_002955 // SNORA14A // small nucleolar RNA, H/ACA box 14A // 7q11.23 // 677801 /// EN",SNORA14A,NR_002955,0.128424,-7.78671,C42B down vs E06
20764,16830171,"ENST00000383891 // RNU6-1264P // RNA, U6 small nuclear 1264, pseudogene // --- // ---",RNU6-1264P,ENST00000383891,0.128886,-7.75882,C42B down vs E06
44974,17075563,"ENST00000384472 // RNU1-148P // RNA, U1 small nuclear 148, pseudogene // --- // ---",RNU1-148P,ENST00000384472,0.129009,-7.75142,C42B down vs E06
23061,16853399,NM_130386 // COLEC12 // collectin sub-family member 12 // 18p11.32 // 81035 /// ENST000,COLEC12,NM_130386,0.130641,-7.65457,C42B down vs E06
9909,16721732,"NR_002977 // SNORA45B // small nucleolar RNA, H/ACA box 45B // 11p15.4 // 677826 /// EN",SNORA45B,NR_002977,0.130677,-7.65249,C42B down vs E06
34151,16966721,"NR_003016 // SNORA26 // small nucleolar RNA, H/ACA box 26 // 4q12 // 677810 /// ENST000",SNORA26,NR_003016,0.131065,-7.62977,C42B down vs E06
51140,17121596,NM_014695 // CCDC144A // coiled-coil domain containing 144A // 17p11.2 // 9720 /// NR_0,CCDC144A,NM_014695,0.131483,-7.60553,C42B down vs E06
49271,17116355,"ENST00000516161 // RNU1-41P // RNA, U1 small nuclear 41, pseudogene // --- // --- /// E",RNU1-41P,ENST00000516161,0.131744,-7.59047,C42B down vs E06
49371,17117092,"ENST00000516161 // RNU1-41P // RNA, U1 small nuclear 41, pseudogene // --- // --- /// E",RNU1-41P,ENST00000516161,0.131744,-7.59047,C42B down vs E06
8035,16703311,NM_020752 // GPR158 // G protein-coupled receptor 158 // 10p12.1 // 57512 /// ENST00000,GPR158,NM_020752,0.13189,-7.5821,C42B down vs E06
34081,16966047,NR_030300 // MIR574 // microRNA 574 // --- // 693159 /// ENST00000385209 // MIR574 // m,MIR574,NR_030300,0.132211,-7.56369,C42B down vs E06
50144,17119378,NR_030300 // MIR574 // microRNA 574 // --- // 693159 /// ENST00000385209 // MIR574 // m,MIR574,NR_030300,0.132211,-7.56369,C42B down vs E06
7236,16695818,"ENST00000363457 // RNA5SP62 // RNA, 5S ribosomal pseudogene 62 // --- // ---",RNA5SP62,ENST00000363457,0.132568,-7.54332,C42B down vs E06
15526,16778713,"NM_001286272 // TPT1 // tumor protein, translationally-controlled 1 // 13q14 // 7178 //",TPT1,NM_001286272,0.132591,-7.54197,C42B down vs E06
13882,16763966,"NR_002950 // SNORA2A // small nucleolar RNA, H/ACA box 2A // 12q13.11 // 677793 /// ENS",SNORA2A,NR_002950,0.132599,-7.54155,C42B down vs E06
49980,17118826,"NR_000008 // SNORD22 // small nucleolar RNA, C/D box 22 // 11q13 // 9304 /// ENST000003",SNORD22,NR_000008,0.133259,-7.50419,C42B down vs E06
4126,16662722,"ENST00000363926 // RNU6-753P // RNA, U6 small nuclear 753, pseudogene // --- // ---",RNU6-753P,ENST00000363926,0.133453,-7.49327,C42B down vs E06
35124,16975773,"ENST00000363399 // RNU6-838P // RNA, U6 small nuclear 838, pseudogene // --- // ---",RNU6-838P,ENST00000363399,0.133724,-7.47808,C42B down vs E06
47544,17100649,ENST00000387365 // MT-TI // mitochondrially encoded tRNA isoleucine // --- // ---,MT-TI,ENST00000387365,0.133795,-7.47412,C42B down vs E06
15371,16777358,"NR_046933 // RNU6-59P // RNA, U6 small nuclear 59, pseudogene // --- // 100873767 /// E",RNU6-59P,NR_046933,0.134754,-7.42091,C42B down vs E06
42701,17052914,"ENST00000408899 // OR2A14 // olfactory receptor, family 2, subfamily A, member 14 // 7q",OR2A14,ENST00000408899,0.135892,-7.35877,C42B down vs E06
4187,16663446,"ENST00000362370 // RNA5SP46 // RNA, 5S ribosomal pseudogene 46 // --- // ---",RNA5SP46,ENST00000362370,0.13661,-7.32012,C42B down vs E06
37936,17002237,OTTHUMT00000373924 // AC008694.3 // novel transcript // --- // ---,AC008694.3,OTTHUMT00000373924,0.13706,-7.2961,C42B down vs E06
53113,17125554,OTTHUMT00000058183 // RP11-10B2.1 // prostaglandin-endoperoxide synthase 1 (prostagland,RP11-10B2.1,OTTHUMT00000058183,0.137398,-7.27812,C42B down vs E06
36627,16990199,NR_026703 // VTRNA1-1 // vault RNA 1-1 // 5q31.3 // 56664 /// ENST00000363120 // VTRNA1,VTRNA1-1,NR_026703,0.137436,-7.27614,C42B down vs E06
6597,16688992,NM_012152 // LPAR3 // lysophosphatidic acid receptor 3 // 1p22.3 // 23566 /// ENST00000,LPAR3,NM_012152,0.137954,-7.24881,C42B down vs E06
36204,16985964,NR_039967 // MIR4803 // microRNA 4803 // --- // 100616377 /// ENST00000583015 // MIR480,MIR4803,NR_039967,0.137989,-7.24698,C42B down vs E06
32748,16950932,NM_024923 // NUP210 // nucleoporin 210kDa // 3p25.1 // 23225 /// ENST00000254508 // NUP,NUP210,NM_024923,0.137989,-7.24698,C42B down vs E06
17629,16798132,"NR_003316 // SNORD116-1 // small nucleolar RNA, C/D box 116-1 // 15q11.2 // 100033413 /",SNORD116-1,NR_003316,0.138043,-7.24411,C42B down vs E06
51141,17121598,NM_014695 // CCDC144A // coiled-coil domain containing 144A // 17p11.2 // 9720 /// NR_0,CCDC144A,NM_014695,0.138091,-7.24161,C42B down vs E06
11999,16743432,NM_001271594 // SESN3 // sestrin 3 // 11q21 // 143686 /// NM_144665 // SESN3 // sestrin,SESN3,NM_001271594,0.138825,-7.20331,C42B down vs E06
49250,17116187,"ENST00000515896 // RNA5-8SP6 // RNA, 5.8S ribosomal pseudogene 6 // --- // ---",RNA5-8SP6,ENST00000515896,0.139448,-7.17113,C42B down vs E06
12217,16745561,"NR_003125 // SNORD14E // small nucleolar RNA, C/D box 14E // 11q23.3-q25 // 85391 /// E",SNORD14E,NR_003125,0.139655,-7.16049,C42B down vs E06
23186,16854395,"ENST00000384431 // RNU6-1289P // RNA, U6 small nuclear 1289, pseudogene // --- // ---",RNU6-1289P,ENST00000384431,0.139947,-7.14554,C42B down vs E06
32359,16947018,"ENST00000363124 // RNA5SP145 // RNA, 5S ribosomal pseudogene 145 // --- // ---",RNA5SP145,ENST00000363124,0.140522,-7.11634,C42B down vs E06
49923,17118652,"NR_001456 // SNORD38A // small nucleolar RNA, C/D box 38A // 1p34.1 // 94162 /// ENST00",SNORD38A,NR_001456,0.140552,-7.1148,C42B down vs E06
28000,16901591,NR_036224 // MIR4266 // microRNA 4266 // --- // 100423027 /// ENST00000583300 // MIR426,MIR4266,NR_036224,0.140555,-7.11464,C42B down vs E06
31933,16942646,"ENST00000362599 // RNU1-62P // RNA, U1 small nuclear 62, pseudogene // --- // ---",RNU1-62P,ENST00000362599,0.140597,-7.11253,C42B down vs E06
51762,17122842,"ENST00000424290 // GTF2IP2 // general transcription factor IIi, pseudogene 2 // --- // ",GTF2IP2,ENST00000424290,0.140597,-7.11251,C42B down vs E06
9090,16713307,"ENST00000363227 // RNU6-1167P // RNA, U6 small nuclear 1167, pseudogene // --- // ---",RNU6-1167P,ENST00000363227,0.140659,-7.10939,C42B down vs E06
22906,16852127,"ENST00000365190 // RNA5SP455 // RNA, 5S ribosomal pseudogene 455 // --- // ---",RNA5SP455,ENST00000365190,0.140925,-7.09598,C42B down vs E06
50170,17119476,"NR_003065 // SNORD84 // small nucleolar RNA, C/D box 84 // 6p21.33 // 692199 /// ENST00",SNORD84,NR_003065,0.141453,-7.06949,C42B down vs E06
50217,17119630,"NR_003065 // SNORD84 // small nucleolar RNA, C/D box 84 // 6p21.33 // 692199 /// ENST00",SNORD84,NR_003065,0.141453,-7.06949,C42B down vs E06
13159,16755818,"ENST00000410958 // RNU6-1068P // RNA, U6 small nuclear 1068, pseudogene // --- // ---",RNU6-1068P,ENST00000410958,0.142086,-7.03797,C42B down vs E06
41504,17039600,"NM_001178044 // SLC44A4 // solute carrier family 44, member 4 // 6p21.3 // 80736 /// NM",SLC44A4,NM_001178044,0.142271,-7.02884,C42B down vs E06
29675,16919223,"NR_002910 // SNORA71B // small nucleolar RNA, H/ACA box 71B // 20q11.23 // 26776 /// EN",SNORA71B,NR_002910,0.142286,-7.02811,C42B down vs E06
50133,17119340,"NR_002325 // SNORA6 // small nucleolar RNA, H/ACA box 6 // 3p22.2 // 574040 /// ENST000",SNORA6,NR_002325,0.143073,-6.98943,C42B down vs E06
17543,16797501,ENST00000390611 // IGHV2-26 // immunoglobulin heavy variable 2-26 // --- // --- /// OTT,IGHV2-26,ENST00000390611,0.143157,-6.98535,C42B down vs E06
21127,16834158,NM_030975 // KRTAP9-9 // keratin associated protein 9-9 // 17q21.2 // 81870 /// ENST000,KRTAP9-9,NM_030975,0.143702,-6.95886,C42B down vs E06
22961,16852568,"ENST00000365289 // RNU6-742P // RNA, U6 small nuclear 742, pseudogene // --- // ---",RNU6-742P,ENST00000365289,0.14433,-6.92858,C42B down vs E06
45381,17079317,NM_001135733 // TP53INP1 // tumor protein p53 inducible nuclear protein 1 // 8q22 // 94,TP53INP1,NM_001135733,0.14511,-6.89131,C42B down vs E06
29479,16917529,"NR_003045 // SNORD17 // small nucleolar RNA, C/D box 17 // 20p11.23 // 692086 /// ENST0",SNORD17,NR_003045,0.145385,-6.8783,C42B down vs E06
25577,16877223,"ENST00000515909 // RNU2-13P // RNA, U2 small nuclear 13, pseudogene // --- // ---",RNU2-13P,ENST00000515909,0.14601,-6.84884,C42B down vs E06
3777,16659393,"ENST00000384703 // RNU6-1072P // RNA, U6 small nuclear 1072, pseudogene // --- // --- /",RNU6-1072P,ENST00000384703,0.146098,-6.8447,C42B down vs E06
5969,16681896,"ENST00000384703 // RNU6-1072P // RNA, U6 small nuclear 1072, pseudogene // --- // --- /",RNU6-1072P,ENST00000384703,0.146098,-6.8447,C42B down vs E06
50482,17120280,XR_246983 // LOC101927345 // uncharacterized LOC101927345 // --- // 101927345 /// XR_42,LOC101927345,XR_246983,0.146612,-6.82071,C42B down vs E06
49933,17118690,"NR_002987 // SNORA61 // small nucleolar RNA, H/ACA box 61 // 1p35.3 // 677838 /// ENST0",SNORA61,NR_002987,0.146803,-6.81186,C42B down vs E06
10031,16722969,OTTHUMT00000387733 // RP11-266A24.1 // novel transcript // --- // --- /// OTTHUMT000003,RP11-266A24.1,OTTHUMT00000387733,0.146933,-6.80584,C42B down vs E06
19754,16820365,OTTHUMT00000436933 // RP11-67A1.2 // novel transcript // --- // ---,RP11-67A1.2,OTTHUMT00000436933,0.146952,-6.80494,C42B down vs E06
50047,17119034,OTTHUMT00000436933 // RP11-67A1.2 // novel transcript // --- // ---,RP11-67A1.2,OTTHUMT00000436933,0.146952,-6.80494,C42B down vs E06
32749,16950978,NR_046690 // HDAC11-AS1 // HDAC11 antisense RNA 1 // 3p25.1 // 100874101 /// ENST000004,HDAC11-AS1,NR_046690,0.147751,-6.76815,C42B down vs E06
33750,16962752,"ENST00000363314 // RNU1-20P // RNA, U1 small nuclear 20, pseudogene // --- // ---",RNU1-20P,ENST00000363314,0.147992,-6.75713,C42B down vs E06
53302,17126016,NR_039679 // MIR4469 // microRNA 4469 // --- // 100616115 /// ENST00000583919 // MIR446,MIR4469,NR_039679,0.148379,-6.73952,C42B down vs E06
28374,16906089,OTTHUMT00000334542 // AC009478.1 // novel transcript // --- // ---,AC009478.1,OTTHUMT00000334542,0.148611,-6.72899,C42B down vs E06
16726,16789207,"NR_002964 // SNORA28 // small nucleolar RNA, H/ACA box 28 // 14q32.32 // 677811 /// ENS",SNORA28,NR_002964,0.149024,-6.71032,C42B down vs E06
23393,16855906,NM_138966 // NETO1 // neuropilin (NRP) and tolloid (TLL)-like 1 // 18q22.2 // 81832 ///,NETO1,NM_138966,0.149232,-6.70096,C42B down vs E06
47570,17100701,ENST00000387461 // MT-TP // mitochondrially encoded tRNA proline // --- // ---,MT-TP,ENST00000387461,0.149236,-6.7008,C42B down vs E06
24312,16865044,NR_030193 // MIR523 // microRNA 523 // 19q13.42 // 574471 /// ENST00000385281 // MIR523,MIR523,NR_030193,0.149686,-6.68067,C42B down vs E06
5517,16677698,NM_022746 // MARC1 // mitochondrial amidoxime reducing component 1 // 1q41 // 64757 ///,42430,NM_022746,0.150229,-6.65652,C42B down vs E06
26377,16885506,OTTHUMT00000331885 // AC018804.3 // novel transcript // --- // ---,AC018804.3,OTTHUMT00000331885,0.150383,-6.64968,C42B down vs E06
26712,16889109,"NR_002587 // SNORD2 // small nucleolar RNA, C/D box 2 // 3q27 // 619567 /// ENST0000045",SNORD2,NR_002587,0.150461,-6.64625,C42B down vs E06
33158,16956283,"ENST00000517128 // RNU6-1270P // RNA, U6 small nuclear 1270, pseudogene // --- // ---",RNU6-1270P,ENST00000517128,0.150513,-6.64396,C42B down vs E06
26495,16886654,"ENST00000411358 // RNA5SP107 // RNA, 5S ribosomal pseudogene 107 // --- // ---",RNA5SP107,ENST00000411358,0.150666,-6.63721,C42B down vs E06
47753,17102095,"ENST00000364225 // RNU6-266P // RNA, U6 small nuclear 266, pseudogene // --- // ---",RNU6-266P,ENST00000364225,0.151005,-6.62229,C42B down vs E06
33542,16960642,NR_037901 // ARHGEF26-AS1 // ARHGEF26 antisense RNA 1 // 3q25 // 100507524 /// ENST0000,ARHGEF26-AS1,NR_037901,0.151473,-6.60185,C42B down vs E06
16006,16782094,ENST00000390523 // TRAJ14 // T cell receptor alpha joining 14 // --- // --- /// OTTHUMT,TRAJ14,ENST00000390523,0.151549,-6.59854,C42B down vs E06
47553,17100667,ENST00000387429 // MT-TG // mitochondrially encoded tRNA glycine // --- // ---,MT-TG,ENST00000387429,0.152516,-6.5567,C42B down vs E06
46978,17094931,"ENST00000391152 // RNA5SP286 // RNA, 5S ribosomal pseudogene 286 // --- // ---",RNA5SP286,ENST00000391152,0.152749,-6.5467,C42B down vs E06
38506,17007285,ENST00000419852 // HLA-DQB1-AS1 // HLA-DQB1 antisense RNA 1 // --- // --- /// OTTHUMT00,HLA-DQB1-AS1,ENST00000419852,0.152958,-6.53775,C42B down vs E06
18654,16808555,"ENST00000391122 // RNU1-119P // RNA, U1 small nuclear 119, pseudogene // --- // --- ///",RNU1-119P,ENST00000391122,0.153678,-6.5071,C42B down vs E06
17897,16800242,"NM_001015001 // CKMT1A // creatine kinase, mitochondrial 1A // 15q15 // 548596 /// NM_0",CKMT1A,NM_001015001,0.154556,-6.47013,C42B down vs E06
48721,17111560,XR_430517 // XAGE-4 // XAGE-4 protein // Xp11.21 // 139629 /// ENST00000347911 // XAGE-,XAGE-4,XR_430517,0.154575,-6.46933,C42B down vs E06
28127,16902809,NR_046258 // FAR2P2 // fatty acyl CoA reductase 2 pseudogene 2 // 2q21.1 // 100216479 /,FAR2P2,NR_046258,0.154661,-6.46575,C42B down vs E06
47567,17100695,ENST00000387416 // MT-TS1 // mitochondrially encoded tRNA serine 1 (UCN) // --- // --- ,MT-TS1,ENST00000387416,0.155383,-6.43571,C42B down vs E06
38649,17009006,"ENST00000384348 // RNU6-1113P // RNA, U6 small nuclear 1113, pseudogene // --- // ---",RNU6-1113P,ENST00000384348,0.15567,-6.42385,C42B down vs E06
